"BehaviorSpace results (NetLogo 6.2.2)"
"Ants.nlogo"
"pheromone bomb"
"03/29/2023 18:42:16:099 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","foraging_strategies","blob_count","food_amount","population","salt","[step]","ticks"
"424","pheromone bomb","5","90","100","180000","375","375"
"422","pheromone bomb","5","90","100","60000","291","291"
"425","pheromone bomb","5","90","100","240000","315","315"
"426","pheromone bomb","5","90","100","300000","271","271"
"429","pheromone bomb","5","90","100","480000","317","317"
"428","pheromone bomb","5","90","100","420000","378","378"
"430","pheromone bomb","5","90","100","540000","300","300"
"432","pheromone bomb","5","105","100","60000","304","304"
"436","pheromone bomb","5","105","100","300000","242","242"
"433","pheromone bomb","5","105","100","120000","303","303"
"431","pheromone bomb","5","105","100","0","377","377"
"439","pheromone bomb","5","105","100","480000","278","278"
"435","pheromone bomb","5","105","100","240000","370","370"
"438","pheromone bomb","5","105","100","420000","321","321"
"434","pheromone bomb","5","105","100","180000","438","438"
"440","pheromone bomb","5","105","100","540000","328","328"
"441","pheromone bomb","5","120","100","0","363","363"
"444","pheromone bomb","5","120","100","180000","333","333"
"443","pheromone bomb","5","120","100","120000","396","396"
"445","pheromone bomb","5","120","100","240000","311","311"
"442","pheromone bomb","5","120","100","60000","465","465"
"437","pheromone bomb","5","105","100","360000","377","377"
"448","pheromone bomb","5","120","100","420000","387","387"
"450","pheromone bomb","5","120","100","540000","430","430"
"446","pheromone bomb","5","120","100","300000","420","420"
"453","pheromone bomb","5","135","100","120000","333","333"
"449","pheromone bomb","5","120","100","480000","388","388"
"447","pheromone bomb","5","120","100","360000","464","464"
"454","pheromone bomb","5","135","100","180000","427","427"
"456","pheromone bomb","5","135","100","300000","370","370"
"451","pheromone bomb","5","135","100","0","486","486"
"455","pheromone bomb","5","135","100","240000","348","348"
"460","pheromone bomb","5","135","100","540000","326","326"
"452","pheromone bomb","5","135","100","60000","579","579"
"458","pheromone bomb","5","135","100","420000","372","372"
"459","pheromone bomb","5","135","100","480000","372","372"
"462","pheromone bomb","5","150","100","60000","341","341"
"457","pheromone bomb","5","135","100","360000","379","379"
"461","pheromone bomb","5","150","100","0","541","541"
"463","pheromone bomb","5","150","100","120000","373","373"
"464","pheromone bomb","5","150","100","180000","397","397"
"469","pheromone bomb","5","150","100","480000","360","360"
"465","pheromone bomb","5","150","100","240000","417","417"
"468","pheromone bomb","5","150","100","420000","408","408"
"471","pheromone bomb","5","165","100","0","407","407"
"470","pheromone bomb","5","150","100","540000","395","395"
"466","pheromone bomb","5","150","100","300000","498","498"
"474","pheromone bomb","5","165","100","180000","377","377"
"467","pheromone bomb","5","150","100","360000","429","429"
"472","pheromone bomb","5","165","100","60000","389","389"
"475","pheromone bomb","5","165","100","240000","317","317"
"476","pheromone bomb","5","165","100","300000","448","448"
"482","pheromone bomb","5","180","100","60000","310","310"
"480","pheromone bomb","5","165","100","540000","520","520"
"478","pheromone bomb","5","165","100","420000","468","468"
"473","pheromone bomb","5","165","100","120000","416","416"
"479","pheromone bomb","5","165","100","480000","423","423"
"485","pheromone bomb","5","180","100","240000","345","345"
"486","pheromone bomb","5","180","100","300000","352","352"
"477","pheromone bomb","5","165","100","360000","493","493"
"483","pheromone bomb","5","180","100","120000","467","467"
"481","pheromone bomb","5","180","100","0","515","515"
"484","pheromone bomb","5","180","100","180000","428","428"
"489","pheromone bomb","5","180","100","480000","411","411"
"488","pheromone bomb","5","180","100","420000","400","400"
"492","pheromone bomb","5","195","100","60000","366","366"
"487","pheromone bomb","5","180","100","360000","436","436"
"490","pheromone bomb","5","180","100","540000","416","416"
"496","pheromone bomb","5","195","100","300000","512","512"
"495","pheromone bomb","5","195","100","240000","523","523"
"494","pheromone bomb","5","195","100","180000","466","466"
"498","pheromone bomb","5","195","100","420000","435","435"
"497","pheromone bomb","5","195","100","360000","544","544"
"493","pheromone bomb","5","195","100","120000","554","554"
"491","pheromone bomb","5","195","100","0","469","469"
"502","pheromone bomb","5","210","100","60000","350","350"
"500","pheromone bomb","5","195","100","540000","396","396"
"501","pheromone bomb","5","210","100","0","452","452"
"499","pheromone bomb","5","195","100","480000","502","502"
"507","pheromone bomb","5","210","100","360000","268","268"
"504","pheromone bomb","5","210","100","180000","410","410"
"505","pheromone bomb","5","210","100","240000","422","422"
"503","pheromone bomb","5","210","100","120000","499","499"
"509","pheromone bomb","5","210","100","480000","353","353"
"513","pheromone bomb","5","225","100","120000","272","272"
"508","pheromone bomb","5","210","100","420000","427","427"
"506","pheromone bomb","5","210","100","300000","442","442"
"514","pheromone bomb","5","225","100","180000","405","405"
"512","pheromone bomb","5","225","100","60000","389","389"
"511","pheromone bomb","5","225","100","0","413","413"
"518","pheromone bomb","5","225","100","420000","301","301"
"516","pheromone bomb","5","225","100","300000","560","560"
"517","pheromone bomb","5","225","100","360000","475","475"
"515","pheromone bomb","5","225","100","240000","502","502"
"510","pheromone bomb","5","210","100","540000","494","494"
"521","pheromone bomb","5","240","100","0","400","400"
"519","pheromone bomb","5","225","100","480000","443","443"
"523","pheromone bomb","5","240","100","120000","479","479"
"522","pheromone bomb","5","240","100","60000","433","433"
"525","pheromone bomb","5","240","100","240000","474","474"
"520","pheromone bomb","5","225","100","540000","521","521"
"527","pheromone bomb","5","240","100","360000","323","323"
"526","pheromone bomb","5","240","100","300000","478","478"
"524","pheromone bomb","5","240","100","180000","481","481"
"533","pheromone bomb","5","255","100","120000","325","325"
"528","pheromone bomb","5","240","100","420000","472","472"
"531","pheromone bomb","5","255","100","0","443","443"
"532","pheromone bomb","5","255","100","60000","515","515"
"535","pheromone bomb","5","255","100","240000","425","425"
"536","pheromone bomb","5","255","100","300000","375","375"
"529","pheromone bomb","5","240","100","480000","552","552"
"530","pheromone bomb","5","240","100","540000","399","399"
"534","pheromone bomb","5","255","100","180000","515","515"
"537","pheromone bomb","5","255","100","360000","427","427"
"540","pheromone bomb","5","255","100","540000","371","371"
