"","X.run.number.","foraging_strategies","blob_count","food_amount","population","ticks"
"1",1,"tandem carrying",1,30,100,501
"2",2,"tandem carrying",1,30,100,312
"3",3,"tandem carrying",1,30,100,372
"4",58,"tandem carrying",3,30,100,292
"5",59,"tandem carrying",3,30,100,471
"6",60,"tandem carrying",3,30,100,267
"7",115,"tandem carrying",5,30,100,197
"8",116,"tandem carrying",5,30,100,266
"9",117,"tandem carrying",5,30,100,286
"10",172,"tandem carrying",7,30,100,276
"11",173,"tandem carrying",7,30,100,394
"12",174,"tandem carrying",7,30,100,327
"13",229,"tandem carrying",9,30,100,355
"14",230,"tandem carrying",9,30,100,353
"15",231,"tandem carrying",9,30,100,342
"16",286,"tandem carrying",11,30,100,315
"17",287,"tandem carrying",11,30,100,282
"18",288,"tandem carrying",11,30,100,288
"19",343,"tandem carrying",13,30,100,249
"20",344,"tandem carrying",13,30,100,263
"21",345,"tandem carrying",13,30,100,231
"22",400,"tandem carrying",15,30,100,282
"23",401,"tandem carrying",15,30,100,304
"24",402,"tandem carrying",15,30,100,246
"25",457,"tandem carrying",17,30,100,229
"26",458,"tandem carrying",17,30,100,236
"27",459,"tandem carrying",17,30,100,341
"28",514,"tandem carrying",19,30,100,345
"29",515,"tandem carrying",19,30,100,277
"30",516,"tandem carrying",19,30,100,339
"31",571,"tandem carrying",21,30,100,247
"32",572,"tandem carrying",21,30,100,295
"33",573,"tandem carrying",21,30,100,313
"34",628,"tandem carrying",23,30,100,298
"35",629,"tandem carrying",23,30,100,236
"36",630,"tandem carrying",23,30,100,264
"37",685,"tandem carrying",25,30,100,353
"38",686,"tandem carrying",25,30,100,240
"39",687,"tandem carrying",25,30,100,223
"40",742,"tandem carrying",27,30,100,248
"41",743,"tandem carrying",27,30,100,254
"42",744,"tandem carrying",27,30,100,233
"43",799,"tandem carrying",29,30,100,213
"44",800,"tandem carrying",29,30,100,210
"45",801,"tandem carrying",29,30,100,245
"46",856,"tandem carrying",31,30,100,264
"47",857,"tandem carrying",31,30,100,263
"48",858,"tandem carrying",31,30,100,250
"49",913,"tandem carrying",33,30,100,226
"50",914,"tandem carrying",33,30,100,296
"51",915,"tandem carrying",33,30,100,244
"52",970,"tandem carrying",35,30,100,246
"53",971,"tandem carrying",35,30,100,257
"54",972,"tandem carrying",35,30,100,275
"55",1027,"tandem carrying",37,30,100,237
"56",1028,"tandem carrying",37,30,100,260
"57",1029,"tandem carrying",37,30,100,251
"58",1084,"tandem carrying",39,30,100,276
"59",1085,"tandem carrying",39,30,100,228
"60",1086,"tandem carrying",39,30,100,265
"61",1141,"tandem carrying",41,30,100,240
"62",1142,"tandem carrying",41,30,100,237
"63",1143,"tandem carrying",41,30,100,261
"64",1198,"tandem carrying",43,30,100,230
"65",1199,"tandem carrying",43,30,100,260
"66",1200,"tandem carrying",43,30,100,275
"67",1255,"tandem carrying",45,30,100,237
"68",1256,"tandem carrying",45,30,100,234
"69",1257,"tandem carrying",45,30,100,262
"70",1312,"tandem carrying",47,30,100,261
"71",1313,"tandem carrying",47,30,100,277
"72",1314,"tandem carrying",47,30,100,256
"73",1369,"tandem carrying",49,30,100,233
"74",1370,"tandem carrying",49,30,100,205
"75",1371,"tandem carrying",49,30,100,250
"76",1426,"tandem carrying",51,30,100,293
"77",1427,"tandem carrying",51,30,100,240
"78",1428,"tandem carrying",51,30,100,257
"79",4,"tandem carrying",1,45,100,472
"80",5,"tandem carrying",1,45,100,191
"81",6,"tandem carrying",1,45,100,349
"82",61,"tandem carrying",3,45,100,313
"83",62,"tandem carrying",3,45,100,311
"84",63,"tandem carrying",3,45,100,382
"85",118,"tandem carrying",5,45,100,415
"86",119,"tandem carrying",5,45,100,364
"87",120,"tandem carrying",5,45,100,352
"88",175,"tandem carrying",7,45,100,277
"89",176,"tandem carrying",7,45,100,390
"90",177,"tandem carrying",7,45,100,307
"91",232,"tandem carrying",9,45,100,330
"92",233,"tandem carrying",9,45,100,445
"93",234,"tandem carrying",9,45,100,385
"94",289,"tandem carrying",11,45,100,415
"95",290,"tandem carrying",11,45,100,314
"96",291,"tandem carrying",11,45,100,341
"97",346,"tandem carrying",13,45,100,327
"98",347,"tandem carrying",13,45,100,301
"99",348,"tandem carrying",13,45,100,321
"100",403,"tandem carrying",15,45,100,286
"101",404,"tandem carrying",15,45,100,305
"102",405,"tandem carrying",15,45,100,437
"103",460,"tandem carrying",17,45,100,278
"104",461,"tandem carrying",17,45,100,442
"105",462,"tandem carrying",17,45,100,300
"106",517,"tandem carrying",19,45,100,318
"107",518,"tandem carrying",19,45,100,436
"108",519,"tandem carrying",19,45,100,332
"109",574,"tandem carrying",21,45,100,311
"110",575,"tandem carrying",21,45,100,329
"111",576,"tandem carrying",21,45,100,358
"112",631,"tandem carrying",23,45,100,284
"113",632,"tandem carrying",23,45,100,362
"114",633,"tandem carrying",23,45,100,298
"115",688,"tandem carrying",25,45,100,301
"116",689,"tandem carrying",25,45,100,398
"117",690,"tandem carrying",25,45,100,263
"118",745,"tandem carrying",27,45,100,341
"119",746,"tandem carrying",27,45,100,401
"120",747,"tandem carrying",27,45,100,279
"121",802,"tandem carrying",29,45,100,260
"122",803,"tandem carrying",29,45,100,279
"123",804,"tandem carrying",29,45,100,316
"124",859,"tandem carrying",31,45,100,266
"125",860,"tandem carrying",31,45,100,314
"126",861,"tandem carrying",31,45,100,331
"127",916,"tandem carrying",33,45,100,301
"128",917,"tandem carrying",33,45,100,251
"129",918,"tandem carrying",33,45,100,287
"130",973,"tandem carrying",35,45,100,376
"131",974,"tandem carrying",35,45,100,278
"132",975,"tandem carrying",35,45,100,299
"133",1030,"tandem carrying",37,45,100,277
"134",1031,"tandem carrying",37,45,100,274
"135",1032,"tandem carrying",37,45,100,245
"136",1087,"tandem carrying",39,45,100,279
"137",1088,"tandem carrying",39,45,100,286
"138",1089,"tandem carrying",39,45,100,274
"139",1144,"tandem carrying",41,45,100,308
"140",1145,"tandem carrying",41,45,100,273
"141",1146,"tandem carrying",41,45,100,287
"142",1201,"tandem carrying",43,45,100,322
"143",1202,"tandem carrying",43,45,100,232
"144",1203,"tandem carrying",43,45,100,291
"145",1258,"tandem carrying",45,45,100,274
"146",1259,"tandem carrying",45,45,100,271
"147",1260,"tandem carrying",45,45,100,258
"148",1315,"tandem carrying",47,45,100,250
"149",1316,"tandem carrying",47,45,100,247
"150",1317,"tandem carrying",47,45,100,308
"151",1372,"tandem carrying",49,45,100,381
"152",1373,"tandem carrying",49,45,100,271
"153",1374,"tandem carrying",49,45,100,273
"154",1429,"tandem carrying",51,45,100,248
"155",1430,"tandem carrying",51,45,100,232
"156",1431,"tandem carrying",51,45,100,251
"157",7,"tandem carrying",1,60,100,260
"158",8,"tandem carrying",1,60,100,532
"159",9,"tandem carrying",1,60,100,398
"160",64,"tandem carrying",3,60,100,512
"161",65,"tandem carrying",3,60,100,373
"162",66,"tandem carrying",3,60,100,566
"163",121,"tandem carrying",5,60,100,443
"164",122,"tandem carrying",5,60,100,398
"165",123,"tandem carrying",5,60,100,337
"166",178,"tandem carrying",7,60,100,443
"167",179,"tandem carrying",7,60,100,500
"168",180,"tandem carrying",7,60,100,616
"169",235,"tandem carrying",9,60,100,336
"170",236,"tandem carrying",9,60,100,466
"171",237,"tandem carrying",9,60,100,563
"172",292,"tandem carrying",11,60,100,338
"173",293,"tandem carrying",11,60,100,399
"174",294,"tandem carrying",11,60,100,355
"175",349,"tandem carrying",13,60,100,326
"176",350,"tandem carrying",13,60,100,352
"177",351,"tandem carrying",13,60,100,377
"178",406,"tandem carrying",15,60,100,398
"179",407,"tandem carrying",15,60,100,406
"180",408,"tandem carrying",15,60,100,429
"181",463,"tandem carrying",17,60,100,358
"182",464,"tandem carrying",17,60,100,408
"183",465,"tandem carrying",17,60,100,326
"184",520,"tandem carrying",19,60,100,375
"185",521,"tandem carrying",19,60,100,320
"186",522,"tandem carrying",19,60,100,345
"187",577,"tandem carrying",21,60,100,384
"188",578,"tandem carrying",21,60,100,339
"189",579,"tandem carrying",21,60,100,421
"190",634,"tandem carrying",23,60,100,275
"191",635,"tandem carrying",23,60,100,429
"192",636,"tandem carrying",23,60,100,355
"193",691,"tandem carrying",25,60,100,367
"194",692,"tandem carrying",25,60,100,362
"195",693,"tandem carrying",25,60,100,361
"196",748,"tandem carrying",27,60,100,267
"197",749,"tandem carrying",27,60,100,343
"198",750,"tandem carrying",27,60,100,299
"199",805,"tandem carrying",29,60,100,410
"200",806,"tandem carrying",29,60,100,453
"201",807,"tandem carrying",29,60,100,368
"202",862,"tandem carrying",31,60,100,310
"203",863,"tandem carrying",31,60,100,350
"204",864,"tandem carrying",31,60,100,322
"205",919,"tandem carrying",33,60,100,346
"206",920,"tandem carrying",33,60,100,416
"207",921,"tandem carrying",33,60,100,414
"208",976,"tandem carrying",35,60,100,309
"209",977,"tandem carrying",35,60,100,341
"210",978,"tandem carrying",35,60,100,335
"211",1033,"tandem carrying",37,60,100,310
"212",1034,"tandem carrying",37,60,100,263
"213",1035,"tandem carrying",37,60,100,326
"214",1090,"tandem carrying",39,60,100,420
"215",1091,"tandem carrying",39,60,100,355
"216",1092,"tandem carrying",39,60,100,334
"217",1147,"tandem carrying",41,60,100,264
"218",1148,"tandem carrying",41,60,100,313
"219",1149,"tandem carrying",41,60,100,275
"220",1204,"tandem carrying",43,60,100,343
"221",1205,"tandem carrying",43,60,100,335
"222",1206,"tandem carrying",43,60,100,427
"223",1261,"tandem carrying",45,60,100,274
"224",1262,"tandem carrying",45,60,100,351
"225",1263,"tandem carrying",45,60,100,323
"226",1318,"tandem carrying",47,60,100,349
"227",1319,"tandem carrying",47,60,100,304
"228",1320,"tandem carrying",47,60,100,311
"229",1375,"tandem carrying",49,60,100,272
"230",1376,"tandem carrying",49,60,100,348
"231",1377,"tandem carrying",49,60,100,375
"232",1432,"tandem carrying",51,60,100,332
"233",1433,"tandem carrying",51,60,100,370
"234",1434,"tandem carrying",51,60,100,286
"235",10,"tandem carrying",1,75,100,337
"236",11,"tandem carrying",1,75,100,430
"237",12,"tandem carrying",1,75,100,369
"238",67,"tandem carrying",3,75,100,401
"239",68,"tandem carrying",3,75,100,636
"240",69,"tandem carrying",3,75,100,465
"241",124,"tandem carrying",5,75,100,532
"242",125,"tandem carrying",5,75,100,435
"243",126,"tandem carrying",5,75,100,433
"244",181,"tandem carrying",7,75,100,416
"245",182,"tandem carrying",7,75,100,553
"246",183,"tandem carrying",7,75,100,534
"247",238,"tandem carrying",9,75,100,381
"248",239,"tandem carrying",9,75,100,472
"249",240,"tandem carrying",9,75,100,390
"250",295,"tandem carrying",11,75,100,432
"251",296,"tandem carrying",11,75,100,459
"252",297,"tandem carrying",11,75,100,440
"253",352,"tandem carrying",13,75,100,435
"254",353,"tandem carrying",13,75,100,451
"255",354,"tandem carrying",13,75,100,365
"256",409,"tandem carrying",15,75,100,396
"257",410,"tandem carrying",15,75,100,566
"258",411,"tandem carrying",15,75,100,379
"259",466,"tandem carrying",17,75,100,429
"260",467,"tandem carrying",17,75,100,475
"261",468,"tandem carrying",17,75,100,406
"262",523,"tandem carrying",19,75,100,376
"263",524,"tandem carrying",19,75,100,381
"264",525,"tandem carrying",19,75,100,409
"265",580,"tandem carrying",21,75,100,410
"266",581,"tandem carrying",21,75,100,535
"267",582,"tandem carrying",21,75,100,452
"268",637,"tandem carrying",23,75,100,430
"269",638,"tandem carrying",23,75,100,385
"270",639,"tandem carrying",23,75,100,457
"271",694,"tandem carrying",25,75,100,374
"272",695,"tandem carrying",25,75,100,538
"273",696,"tandem carrying",25,75,100,338
"274",751,"tandem carrying",27,75,100,452
"275",752,"tandem carrying",27,75,100,330
"276",753,"tandem carrying",27,75,100,398
"277",808,"tandem carrying",29,75,100,424
"278",809,"tandem carrying",29,75,100,413
"279",810,"tandem carrying",29,75,100,494
"280",865,"tandem carrying",31,75,100,326
"281",866,"tandem carrying",31,75,100,354
"282",867,"tandem carrying",31,75,100,425
"283",922,"tandem carrying",33,75,100,336
"284",923,"tandem carrying",33,75,100,367
"285",924,"tandem carrying",33,75,100,417
"286",979,"tandem carrying",35,75,100,385
"287",980,"tandem carrying",35,75,100,406
"288",981,"tandem carrying",35,75,100,337
"289",1036,"tandem carrying",37,75,100,373
"290",1037,"tandem carrying",37,75,100,289
"291",1038,"tandem carrying",37,75,100,453
"292",1093,"tandem carrying",39,75,100,363
"293",1094,"tandem carrying",39,75,100,265
"294",1095,"tandem carrying",39,75,100,393
"295",1150,"tandem carrying",41,75,100,367
"296",1151,"tandem carrying",41,75,100,339
"297",1152,"tandem carrying",41,75,100,400
"298",1207,"tandem carrying",43,75,100,338
"299",1208,"tandem carrying",43,75,100,430
"300",1209,"tandem carrying",43,75,100,396
"301",1264,"tandem carrying",45,75,100,373
"302",1265,"tandem carrying",45,75,100,348
"303",1266,"tandem carrying",45,75,100,400
"304",1321,"tandem carrying",47,75,100,290
"305",1322,"tandem carrying",47,75,100,373
"306",1323,"tandem carrying",47,75,100,493
"307",1378,"tandem carrying",49,75,100,330
"308",1379,"tandem carrying",49,75,100,384
"309",1380,"tandem carrying",49,75,100,356
"310",1435,"tandem carrying",51,75,100,392
"311",1436,"tandem carrying",51,75,100,284
"312",1437,"tandem carrying",51,75,100,319
"313",13,"tandem carrying",1,90,100,495
"314",14,"tandem carrying",1,90,100,469
"315",15,"tandem carrying",1,90,100,271
"316",70,"tandem carrying",3,90,100,566
"317",71,"tandem carrying",3,90,100,413
"318",72,"tandem carrying",3,90,100,549
"319",127,"tandem carrying",5,90,100,519
"320",128,"tandem carrying",5,90,100,540
"321",129,"tandem carrying",5,90,100,496
"322",184,"tandem carrying",7,90,100,594
"323",185,"tandem carrying",7,90,100,386
"324",186,"tandem carrying",7,90,100,574
"325",241,"tandem carrying",9,90,100,505
"326",242,"tandem carrying",9,90,100,512
"327",243,"tandem carrying",9,90,100,473
"328",298,"tandem carrying",11,90,100,564
"329",299,"tandem carrying",11,90,100,644
"330",300,"tandem carrying",11,90,100,438
"331",355,"tandem carrying",13,90,100,562
"332",356,"tandem carrying",13,90,100,454
"333",357,"tandem carrying",13,90,100,509
"334",412,"tandem carrying",15,90,100,464
"335",413,"tandem carrying",15,90,100,438
"336",414,"tandem carrying",15,90,100,468
"337",469,"tandem carrying",17,90,100,464
"338",470,"tandem carrying",17,90,100,501
"339",471,"tandem carrying",17,90,100,387
"340",526,"tandem carrying",19,90,100,362
"341",527,"tandem carrying",19,90,100,416
"342",528,"tandem carrying",19,90,100,343
"343",583,"tandem carrying",21,90,100,464
"344",584,"tandem carrying",21,90,100,399
"345",585,"tandem carrying",21,90,100,355
"346",640,"tandem carrying",23,90,100,495
"347",641,"tandem carrying",23,90,100,350
"348",642,"tandem carrying",23,90,100,439
"349",697,"tandem carrying",25,90,100,385
"350",698,"tandem carrying",25,90,100,434
"351",699,"tandem carrying",25,90,100,385
"352",754,"tandem carrying",27,90,100,428
"353",755,"tandem carrying",27,90,100,577
"354",756,"tandem carrying",27,90,100,330
"355",811,"tandem carrying",29,90,100,457
"356",812,"tandem carrying",29,90,100,438
"357",813,"tandem carrying",29,90,100,472
"358",868,"tandem carrying",31,90,100,498
"359",869,"tandem carrying",31,90,100,443
"360",870,"tandem carrying",31,90,100,536
"361",925,"tandem carrying",33,90,100,430
"362",926,"tandem carrying",33,90,100,459
"363",927,"tandem carrying",33,90,100,491
"364",982,"tandem carrying",35,90,100,409
"365",983,"tandem carrying",35,90,100,428
"366",984,"tandem carrying",35,90,100,478
"367",1039,"tandem carrying",37,90,100,431
"368",1040,"tandem carrying",37,90,100,537
"369",1041,"tandem carrying",37,90,100,363
"370",1096,"tandem carrying",39,90,100,300
"371",1097,"tandem carrying",39,90,100,446
"372",1098,"tandem carrying",39,90,100,336
"373",1153,"tandem carrying",41,90,100,423
"374",1154,"tandem carrying",41,90,100,324
"375",1155,"tandem carrying",41,90,100,359
"376",1210,"tandem carrying",43,90,100,385
"377",1211,"tandem carrying",43,90,100,410
"378",1212,"tandem carrying",43,90,100,481
"379",1267,"tandem carrying",45,90,100,501
"380",1268,"tandem carrying",45,90,100,448
"381",1269,"tandem carrying",45,90,100,339
"382",1324,"tandem carrying",47,90,100,402
"383",1325,"tandem carrying",47,90,100,442
"384",1326,"tandem carrying",47,90,100,355
"385",1381,"tandem carrying",49,90,100,658
"386",1382,"tandem carrying",49,90,100,455
"387",1383,"tandem carrying",49,90,100,385
"388",1438,"tandem carrying",51,90,100,394
"389",1439,"tandem carrying",51,90,100,317
"390",1440,"tandem carrying",51,90,100,312
"391",16,"tandem carrying",1,105,100,377
"392",17,"tandem carrying",1,105,100,670
"393",18,"tandem carrying",1,105,100,552
"394",73,"tandem carrying",3,105,100,455
"395",74,"tandem carrying",3,105,100,581
"396",75,"tandem carrying",3,105,100,301
"397",130,"tandem carrying",5,105,100,338
"398",131,"tandem carrying",5,105,100,555
"399",132,"tandem carrying",5,105,100,530
"400",187,"tandem carrying",7,105,100,471
"401",188,"tandem carrying",7,105,100,419
"402",189,"tandem carrying",7,105,100,419
"403",244,"tandem carrying",9,105,100,588
"404",245,"tandem carrying",9,105,100,500
"405",246,"tandem carrying",9,105,100,464
"406",301,"tandem carrying",11,105,100,456
"407",302,"tandem carrying",11,105,100,494
"408",303,"tandem carrying",11,105,100,422
"409",358,"tandem carrying",13,105,100,471
"410",359,"tandem carrying",13,105,100,486
"411",360,"tandem carrying",13,105,100,446
"412",415,"tandem carrying",15,105,100,399
"413",416,"tandem carrying",15,105,100,554
"414",417,"tandem carrying",15,105,100,400
"415",472,"tandem carrying",17,105,100,530
"416",473,"tandem carrying",17,105,100,494
"417",474,"tandem carrying",17,105,100,463
"418",529,"tandem carrying",19,105,100,473
"419",530,"tandem carrying",19,105,100,501
"420",531,"tandem carrying",19,105,100,397
"421",586,"tandem carrying",21,105,100,469
"422",587,"tandem carrying",21,105,100,505
"423",588,"tandem carrying",21,105,100,401
"424",643,"tandem carrying",23,105,100,445
"425",644,"tandem carrying",23,105,100,443
"426",645,"tandem carrying",23,105,100,511
"427",700,"tandem carrying",25,105,100,421
"428",701,"tandem carrying",25,105,100,380
"429",702,"tandem carrying",25,105,100,420
"430",757,"tandem carrying",27,105,100,487
"431",758,"tandem carrying",27,105,100,414
"432",759,"tandem carrying",27,105,100,426
"433",814,"tandem carrying",29,105,100,496
"434",815,"tandem carrying",29,105,100,455
"435",816,"tandem carrying",29,105,100,435
"436",871,"tandem carrying",31,105,100,453
"437",872,"tandem carrying",31,105,100,442
"438",873,"tandem carrying",31,105,100,503
"439",928,"tandem carrying",33,105,100,452
"440",929,"tandem carrying",33,105,100,527
"441",930,"tandem carrying",33,105,100,406
"442",985,"tandem carrying",35,105,100,395
"443",986,"tandem carrying",35,105,100,496
"444",987,"tandem carrying",35,105,100,364
"445",1042,"tandem carrying",37,105,100,542
"446",1043,"tandem carrying",37,105,100,597
"447",1044,"tandem carrying",37,105,100,410
"448",1099,"tandem carrying",39,105,100,452
"449",1100,"tandem carrying",39,105,100,471
"450",1101,"tandem carrying",39,105,100,454
"451",1156,"tandem carrying",41,105,100,495
"452",1157,"tandem carrying",41,105,100,511
"453",1158,"tandem carrying",41,105,100,463
"454",1213,"tandem carrying",43,105,100,538
"455",1214,"tandem carrying",43,105,100,373
"456",1215,"tandem carrying",43,105,100,433
"457",1270,"tandem carrying",45,105,100,484
"458",1271,"tandem carrying",45,105,100,464
"459",1272,"tandem carrying",45,105,100,357
"460",1327,"tandem carrying",47,105,100,520
"461",1328,"tandem carrying",47,105,100,495
"462",1329,"tandem carrying",47,105,100,410
"463",1384,"tandem carrying",49,105,100,440
"464",1385,"tandem carrying",49,105,100,412
"465",1386,"tandem carrying",49,105,100,469
"466",1441,"tandem carrying",51,105,100,415
"467",1442,"tandem carrying",51,105,100,356
"468",1443,"tandem carrying",51,105,100,353
"469",19,"tandem carrying",1,120,100,429
"470",20,"tandem carrying",1,120,100,322
"471",21,"tandem carrying",1,120,100,785
"472",76,"tandem carrying",3,120,100,496
"473",77,"tandem carrying",3,120,100,457
"474",78,"tandem carrying",3,120,100,502
"475",133,"tandem carrying",5,120,100,653
"476",134,"tandem carrying",5,120,100,488
"477",135,"tandem carrying",5,120,100,464
"478",190,"tandem carrying",7,120,100,629
"479",191,"tandem carrying",7,120,100,382
"480",192,"tandem carrying",7,120,100,535
"481",247,"tandem carrying",9,120,100,473
"482",248,"tandem carrying",9,120,100,421
"483",249,"tandem carrying",9,120,100,458
"484",304,"tandem carrying",11,120,100,641
"485",305,"tandem carrying",11,120,100,629
"486",306,"tandem carrying",11,120,100,517
"487",361,"tandem carrying",13,120,100,615
"488",362,"tandem carrying",13,120,100,575
"489",363,"tandem carrying",13,120,100,490
"490",418,"tandem carrying",15,120,100,443
"491",419,"tandem carrying",15,120,100,495
"492",420,"tandem carrying",15,120,100,593
"493",475,"tandem carrying",17,120,100,486
"494",476,"tandem carrying",17,120,100,482
"495",477,"tandem carrying",17,120,100,480
"496",532,"tandem carrying",19,120,100,525
"497",533,"tandem carrying",19,120,100,450
"498",534,"tandem carrying",19,120,100,343
"499",589,"tandem carrying",21,120,100,470
"500",590,"tandem carrying",21,120,100,473
"501",591,"tandem carrying",21,120,100,461
"502",646,"tandem carrying",23,120,100,492
"503",647,"tandem carrying",23,120,100,517
"504",648,"tandem carrying",23,120,100,474
"505",703,"tandem carrying",25,120,100,605
"506",704,"tandem carrying",25,120,100,471
"507",705,"tandem carrying",25,120,100,506
"508",760,"tandem carrying",27,120,100,485
"509",761,"tandem carrying",27,120,100,531
"510",762,"tandem carrying",27,120,100,449
"511",817,"tandem carrying",29,120,100,531
"512",818,"tandem carrying",29,120,100,526
"513",819,"tandem carrying",29,120,100,466
"514",874,"tandem carrying",31,120,100,486
"515",875,"tandem carrying",31,120,100,420
"516",876,"tandem carrying",31,120,100,387
"517",931,"tandem carrying",33,120,100,629
"518",932,"tandem carrying",33,120,100,556
"519",933,"tandem carrying",33,120,100,453
"520",988,"tandem carrying",35,120,100,562
"521",989,"tandem carrying",35,120,100,629
"522",990,"tandem carrying",35,120,100,545
"523",1045,"tandem carrying",37,120,100,431
"524",1046,"tandem carrying",37,120,100,473
"525",1047,"tandem carrying",37,120,100,505
"526",1102,"tandem carrying",39,120,100,517
"527",1103,"tandem carrying",39,120,100,444
"528",1104,"tandem carrying",39,120,100,554
"529",1159,"tandem carrying",41,120,100,426
"530",1160,"tandem carrying",41,120,100,556
"531",1161,"tandem carrying",41,120,100,478
"532",1216,"tandem carrying",43,120,100,463
"533",1217,"tandem carrying",43,120,100,458
"534",1218,"tandem carrying",43,120,100,537
"535",1273,"tandem carrying",45,120,100,448
"536",1274,"tandem carrying",45,120,100,541
"537",1275,"tandem carrying",45,120,100,504
"538",1330,"tandem carrying",47,120,100,623
"539",1331,"tandem carrying",47,120,100,416
"540",1332,"tandem carrying",47,120,100,496
"541",1387,"tandem carrying",49,120,100,607
"542",1388,"tandem carrying",49,120,100,395
"543",1389,"tandem carrying",49,120,100,508
"544",1444,"tandem carrying",51,120,100,432
"545",1445,"tandem carrying",51,120,100,454
"546",1446,"tandem carrying",51,120,100,481
"547",22,"tandem carrying",1,135,100,517
"548",23,"tandem carrying",1,135,100,347
"549",24,"tandem carrying",1,135,100,493
"550",79,"tandem carrying",3,135,100,507
"551",80,"tandem carrying",3,135,100,744
"552",81,"tandem carrying",3,135,100,574
"553",136,"tandem carrying",5,135,100,567
"554",137,"tandem carrying",5,135,100,653
"555",138,"tandem carrying",5,135,100,540
"556",193,"tandem carrying",7,135,100,511
"557",194,"tandem carrying",7,135,100,635
"558",195,"tandem carrying",7,135,100,696
"559",250,"tandem carrying",9,135,100,461
"560",251,"tandem carrying",9,135,100,505
"561",252,"tandem carrying",9,135,100,467
"562",307,"tandem carrying",11,135,100,417
"563",308,"tandem carrying",11,135,100,717
"564",309,"tandem carrying",11,135,100,592
"565",364,"tandem carrying",13,135,100,586
"566",365,"tandem carrying",13,135,100,494
"567",366,"tandem carrying",13,135,100,678
"568",421,"tandem carrying",15,135,100,564
"569",422,"tandem carrying",15,135,100,633
"570",423,"tandem carrying",15,135,100,531
"571",478,"tandem carrying",17,135,100,471
"572",479,"tandem carrying",17,135,100,482
"573",480,"tandem carrying",17,135,100,478
"574",535,"tandem carrying",19,135,100,503
"575",536,"tandem carrying",19,135,100,628
"576",537,"tandem carrying",19,135,100,532
"577",592,"tandem carrying",21,135,100,543
"578",593,"tandem carrying",21,135,100,629
"579",594,"tandem carrying",21,135,100,630
"580",649,"tandem carrying",23,135,100,489
"581",650,"tandem carrying",23,135,100,526
"582",651,"tandem carrying",23,135,100,677
"583",706,"tandem carrying",25,135,100,544
"584",707,"tandem carrying",25,135,100,524
"585",708,"tandem carrying",25,135,100,529
"586",763,"tandem carrying",27,135,100,478
"587",764,"tandem carrying",27,135,100,540
"588",765,"tandem carrying",27,135,100,449
"589",820,"tandem carrying",29,135,100,567
"590",821,"tandem carrying",29,135,100,601
"591",822,"tandem carrying",29,135,100,526
"592",877,"tandem carrying",31,135,100,611
"593",878,"tandem carrying",31,135,100,561
"594",879,"tandem carrying",31,135,100,588
"595",934,"tandem carrying",33,135,100,459
"596",935,"tandem carrying",33,135,100,532
"597",936,"tandem carrying",33,135,100,592
"598",991,"tandem carrying",35,135,100,533
"599",992,"tandem carrying",35,135,100,492
"600",993,"tandem carrying",35,135,100,483
"601",1048,"tandem carrying",37,135,100,582
"602",1049,"tandem carrying",37,135,100,471
"603",1050,"tandem carrying",37,135,100,474
"604",1105,"tandem carrying",39,135,100,653
"605",1106,"tandem carrying",39,135,100,573
"606",1107,"tandem carrying",39,135,100,466
"607",1162,"tandem carrying",41,135,100,483
"608",1163,"tandem carrying",41,135,100,473
"609",1164,"tandem carrying",41,135,100,553
"610",1219,"tandem carrying",43,135,100,553
"611",1220,"tandem carrying",43,135,100,477
"612",1221,"tandem carrying",43,135,100,499
"613",1276,"tandem carrying",45,135,100,563
"614",1277,"tandem carrying",45,135,100,520
"615",1278,"tandem carrying",45,135,100,577
"616",1333,"tandem carrying",47,135,100,730
"617",1334,"tandem carrying",47,135,100,378
"618",1335,"tandem carrying",47,135,100,526
"619",1390,"tandem carrying",49,135,100,496
"620",1391,"tandem carrying",49,135,100,513
"621",1392,"tandem carrying",49,135,100,485
"622",1447,"tandem carrying",51,135,100,463
"623",1448,"tandem carrying",51,135,100,533
"624",1449,"tandem carrying",51,135,100,520
"625",25,"tandem carrying",1,150,100,477
"626",26,"tandem carrying",1,150,100,362
"627",27,"tandem carrying",1,150,100,315
"628",82,"tandem carrying",3,150,100,499
"629",83,"tandem carrying",3,150,100,737
"630",84,"tandem carrying",3,150,100,548
"631",139,"tandem carrying",5,150,100,441
"632",140,"tandem carrying",5,150,100,342
"633",141,"tandem carrying",5,150,100,764
"634",196,"tandem carrying",7,150,100,643
"635",197,"tandem carrying",7,150,100,483
"636",198,"tandem carrying",7,150,100,618
"637",253,"tandem carrying",9,150,100,645
"638",254,"tandem carrying",9,150,100,695
"639",255,"tandem carrying",9,150,100,697
"640",310,"tandem carrying",11,150,100,507
"641",311,"tandem carrying",11,150,100,684
"642",312,"tandem carrying",11,150,100,436
"643",367,"tandem carrying",13,150,100,452
"644",368,"tandem carrying",13,150,100,572
"645",369,"tandem carrying",13,150,100,693
"646",424,"tandem carrying",15,150,100,624
"647",425,"tandem carrying",15,150,100,548
"648",426,"tandem carrying",15,150,100,450
"649",481,"tandem carrying",17,150,100,619
"650",482,"tandem carrying",17,150,100,494
"651",483,"tandem carrying",17,150,100,688
"652",538,"tandem carrying",19,150,100,570
"653",539,"tandem carrying",19,150,100,536
"654",540,"tandem carrying",19,150,100,479
"655",595,"tandem carrying",21,150,100,679
