"","X.run.number.","foraging_strategies","blob_count","food_amount","population","ticks"
"2311",2425,"tandem carrying",49,255,100,667
"2312",2426,"tandem carrying",49,255,100,704
"2313",2463,"tandem carrying",51,255,100,634
"2314",2464,"tandem carrying",51,255,100,683
"2315",1515,"tandem carrying",1,270,100,704
"2316",1516,"tandem carrying",1,270,100,629
"2317",1553,"tandem carrying",3,270,100,851
"2318",1554,"tandem carrying",3,270,100,735
"2319",1591,"tandem carrying",5,270,100,619
"2320",1592,"tandem carrying",5,270,100,780
"2321",1629,"tandem carrying",7,270,100,1031
"2322",1630,"tandem carrying",7,270,100,759
"2323",1667,"tandem carrying",9,270,100,669
"2324",1668,"tandem carrying",9,270,100,979
"2325",1705,"tandem carrying",11,270,100,839
"2326",1706,"tandem carrying",11,270,100,628
"2327",1743,"tandem carrying",13,270,100,778
"2328",1744,"tandem carrying",13,270,100,893
"2329",1781,"tandem carrying",15,270,100,930
"2330",1782,"tandem carrying",15,270,100,793
"2331",1819,"tandem carrying",17,270,100,779
"2332",1820,"tandem carrying",17,270,100,789
"2333",1857,"tandem carrying",19,270,100,614
"2334",1858,"tandem carrying",19,270,100,862
"2335",1895,"tandem carrying",21,270,100,752
"2336",1896,"tandem carrying",21,270,100,897
"2337",1933,"tandem carrying",23,270,100,729
"2338",1934,"tandem carrying",23,270,100,794
"2339",1971,"tandem carrying",25,270,100,749
"2340",1972,"tandem carrying",25,270,100,700
"2341",2009,"tandem carrying",27,270,100,751
"2342",2010,"tandem carrying",27,270,100,886
"2343",2047,"tandem carrying",29,270,100,609
"2344",2048,"tandem carrying",29,270,100,809
"2345",2085,"tandem carrying",31,270,100,823
"2346",2086,"tandem carrying",31,270,100,907
"2347",2123,"tandem carrying",33,270,100,654
"2348",2124,"tandem carrying",33,270,100,730
"2349",2161,"tandem carrying",35,270,100,933
"2350",2162,"tandem carrying",35,270,100,783
"2351",2199,"tandem carrying",37,270,100,791
"2352",2200,"tandem carrying",37,270,100,871
"2353",2237,"tandem carrying",39,270,100,804
"2354",2238,"tandem carrying",39,270,100,712
"2355",2275,"tandem carrying",41,270,100,808
"2356",2276,"tandem carrying",41,270,100,681
"2357",2313,"tandem carrying",43,270,100,633
"2358",2314,"tandem carrying",43,270,100,653
"2359",2351,"tandem carrying",45,270,100,652
"2360",2352,"tandem carrying",45,270,100,783
"2361",2389,"tandem carrying",47,270,100,660
"2362",2390,"tandem carrying",47,270,100,671
"2363",2427,"tandem carrying",49,270,100,637
"2364",2428,"tandem carrying",49,270,100,683
"2365",2465,"tandem carrying",51,270,100,660
"2366",2466,"tandem carrying",51,270,100,791
"2367",1517,"tandem carrying",1,285,100,741
"2368",1518,"tandem carrying",1,285,100,780
"2369",1555,"tandem carrying",3,285,100,779
"2370",1556,"tandem carrying",3,285,100,538
"2371",1593,"tandem carrying",5,285,100,558
"2372",1594,"tandem carrying",5,285,100,637
"2373",1631,"tandem carrying",7,285,100,877
"2374",1632,"tandem carrying",7,285,100,753
"2375",1669,"tandem carrying",9,285,100,664
"2376",1670,"tandem carrying",9,285,100,797
"2377",1707,"tandem carrying",11,285,100,632
"2378",1708,"tandem carrying",11,285,100,866
"2379",1745,"tandem carrying",13,285,100,825
"2380",1746,"tandem carrying",13,285,100,677
"2381",1783,"tandem carrying",15,285,100,646
"2382",1784,"tandem carrying",15,285,100,612
"2383",1821,"tandem carrying",17,285,100,741
"2384",1822,"tandem carrying",17,285,100,792
"2385",1859,"tandem carrying",19,285,100,618
"2386",1860,"tandem carrying",19,285,100,783
"2387",1897,"tandem carrying",21,285,100,688
"2388",1898,"tandem carrying",21,285,100,804
"2389",1935,"tandem carrying",23,285,100,705
"2390",1936,"tandem carrying",23,285,100,758
"2391",1973,"tandem carrying",25,285,100,871
"2392",1974,"tandem carrying",25,285,100,697
"2393",2011,"tandem carrying",27,285,100,900
"2394",2012,"tandem carrying",27,285,100,608
"2395",2049,"tandem carrying",29,285,100,816
"2396",2050,"tandem carrying",29,285,100,673
"2397",2087,"tandem carrying",31,285,100,639
"2398",2088,"tandem carrying",31,285,100,684
"2399",2125,"tandem carrying",33,285,100,749
"2400",2126,"tandem carrying",33,285,100,727
"2401",2163,"tandem carrying",35,285,100,746
"2402",2164,"tandem carrying",35,285,100,736
"2403",2201,"tandem carrying",37,285,100,793
"2404",2202,"tandem carrying",37,285,100,622
"2405",2239,"tandem carrying",39,285,100,660
"2406",2240,"tandem carrying",39,285,100,722
"2407",2277,"tandem carrying",41,285,100,567
"2408",2278,"tandem carrying",41,285,100,775
"2409",2315,"tandem carrying",43,285,100,649
"2410",2316,"tandem carrying",43,285,100,849
"2411",2353,"tandem carrying",45,285,100,669
"2412",2354,"tandem carrying",45,285,100,678
"2413",2391,"tandem carrying",47,285,100,772
"2414",2392,"tandem carrying",47,285,100,699
"2415",2429,"tandem carrying",49,285,100,662
"2416",2430,"tandem carrying",49,285,100,696
"2417",2467,"tandem carrying",51,285,100,709
"2418",2468,"tandem carrying",51,285,100,665
"2419",1519,"tandem carrying",1,300,100,821
"2420",1520,"tandem carrying",1,300,100,754
"2421",1557,"tandem carrying",3,300,100,568
"2422",1558,"tandem carrying",3,300,100,637
"2423",1595,"tandem carrying",5,300,100,1057
"2424",1596,"tandem carrying",5,300,100,646
"2425",1633,"tandem carrying",7,300,100,845
"2426",1634,"tandem carrying",7,300,100,742
"2427",1671,"tandem carrying",9,300,100,608
"2428",1672,"tandem carrying",9,300,100,798
"2429",1709,"tandem carrying",11,300,100,688
"2430",1710,"tandem carrying",11,300,100,735
"2431",1747,"tandem carrying",13,300,100,813
"2432",1748,"tandem carrying",13,300,100,835
"2433",1785,"tandem carrying",15,300,100,889
"2434",1786,"tandem carrying",15,300,100,665
"2435",1823,"tandem carrying",17,300,100,920
"2436",1824,"tandem carrying",17,300,100,671
"2437",1861,"tandem carrying",19,300,100,776
"2438",1862,"tandem carrying",19,300,100,868
"2439",1899,"tandem carrying",21,300,100,729
"2440",1900,"tandem carrying",21,300,100,795
"2441",1937,"tandem carrying",23,300,100,799
"2442",1938,"tandem carrying",23,300,100,723
"2443",1975,"tandem carrying",25,300,100,673
"2444",1976,"tandem carrying",25,300,100,852
"2445",2013,"tandem carrying",27,300,100,694
"2446",2014,"tandem carrying",27,300,100,643
"2447",2051,"tandem carrying",29,300,100,726
"2448",2052,"tandem carrying",29,300,100,711
"2449",2089,"tandem carrying",31,300,100,865
"2450",2090,"tandem carrying",31,300,100,750
"2451",2127,"tandem carrying",33,300,100,917
"2452",2128,"tandem carrying",33,300,100,785
"2453",2165,"tandem carrying",35,300,100,644
"2454",2166,"tandem carrying",35,300,100,721
"2455",2203,"tandem carrying",37,300,100,898
"2456",2204,"tandem carrying",37,300,100,994
"2457",2241,"tandem carrying",39,300,100,708
"2458",2242,"tandem carrying",39,300,100,838
"2459",2279,"tandem carrying",41,300,100,669
"2460",2280,"tandem carrying",41,300,100,765
"2461",2317,"tandem carrying",43,300,100,632
"2462",2318,"tandem carrying",43,300,100,870
"2463",2355,"tandem carrying",45,300,100,807
"2464",2356,"tandem carrying",45,300,100,893
"2465",2393,"tandem carrying",47,300,100,752
"2466",2394,"tandem carrying",47,300,100,959
"2467",2431,"tandem carrying",49,300,100,768
"2468",2432,"tandem carrying",49,300,100,660
"2469",2469,"tandem carrying",51,300,100,803
"2470",2470,"tandem carrying",51,300,100,689
